season,player,salary,real_value,difference,games,status,player_hh
1994-95,Tim Hardaway,3703000.0,3808282.0,105282.0,62.0,U,Tim Hardaway
1996-97,Tony Delk,870000.0,975262.0,105262.0,64.0,U,Tony Delk
1997-98,Anthony Miller,272250.0,377102.0,104852.0,41.0,U,Anthony Miller
1993-94,John Crotty,200000.0,304602.0,104602.0,53.0,U,John Crotty
1990-91,A.J. English,275000.0,379599.0,104599.0,70.0,U,A.J. English
2015-16,Elijah Millsap,352936.0,457247.0,104311.0,20.0,U,Elijah Millsap
1991-92,Tony Brown,130000.0,234182.0,104182.0,62.0,U,Tony Brown
2012-13,Jeff Ayres,854389.0,958353.0,103964.0,46.0,U,Jeff Ayres
1990-91,John Morton,350000.0,453785.0,103785.0,66.0,U,John Morton
2015-16,Lorenzo Brown,222888.0,326547.0,103659.0,8.0,U,Lorenzo Brown
2003-04,Vladimir Stepania,751179.0,854809.0,103630.0,42.0,U,Vladimir Stepania
1992-93,Jaren Jackson,,243368.0,,38.0,U,Jaren Jackson Jr
2008-09,Henry Walker,542114.0,645467.0,103353.0,33.0,U,Henry Walker
2020-21,Rayjon Tucker,693755.0,796762.0,103007.0,15.0,U,Rayjon Tucker
1994-95,Alton Lister,150000.0,252547.0,102547.0,60.0,U,Alton Lister
1992-93,Joe Wolf,29000.0,131373.0,102373.0,25.0,U,Joe Wolf
2003-04,Travis Hansen,366931.0,469213.0,102282.0,41.0,U,Travis Hansen
2017-18,Jeremy Evans,154059.0,255901.0,101842.0,1.0,U,Jeremy Evans
2014-15,Alonzo Gee,1063384.0,1164903.0,101519.0,55.0,U,Alonzo Gee
1991-92,Ron Anderson,1000000.0,1101504.0,101504.0,82.0,U,Ron Anderson
2015-16,Andre Miller,1490369.0,1591461.0,101092.0,44.0,U,Andre Miller
2017-18,DeAndre' Bembry,1567200.0,1668010.0,100810.0,26.0,U,DeAndre Bembry
2006-07,Matt Freije,145961.0,246313.0,100352.0,19.0,U,Matt Freije
2019-20,Kyle Alexander,79568.0,179388.0,99820.0,2.0,U,Kyle Alexander
1994-95,Tony Harris,150000.0,249610.0,99610.0,3.0,U,Tony Harris
1999-00,Bob Sura,3760000.0,3859315.0,99315.0,73.0,U,Bob Sura
1994-95,Khalid Reeves,1300000.0,1399116.0,99116.0,67.0,U,Khalid Reeves
2020-21,Semi Ojeleye,1752950.0,1851868.0,98918.0,59.0,U,Semi Ojeleye
1991-92,Andrew Lang,700000.0,798888.0,98888.0,89.0,U,Andrew Lang
2009-10,Kyle Weaver,870968.0,969843.0,98875.0,13.0,U,Kyle Weaver
2007-08,Bobby Jones,773388.0,872181.0,98793.0,47.0,U,Bobby Jones
2016-17,DeAndre Liggins,1015695.0,1114160.0,98465.0,62.0,U,DeAndre Liggins
1994-95,Dwayne Morton,150000.0,248120.0,98120.0,41.0,U,Dwayne Morton
2007-08,Linton Johnson,283953.0,381961.0,98008.0,8.0,U,Linton Johnson
2020-21,Jay Scrubb,449115.0,546281.0,97166.0,10.0,U,Jay Scrubb
2014-15,PJ Hairston,1149720.0,1246877.0,97157.0,45.0,U,PJ Hairston
2006-07,Luke Schenscher,55000.0,152139.0,97139.0,11.0,U,Luke Schenscher
1997-98,Marko Milic,242000.0,338558.0,96558.0,35.0,U,Marko Milic
1994-95,Rex Chapman,2004500.0,2100971.0,96471.0,45.0,U,Rex Chapman
1997-98,Toni Kukoc,4560000.0,4656457.0,96457.0,95.0,U,Toni Kukoc
1994-95,Carlos Rogers,715000.0,811295.0,96295.0,49.0,U,Carlos Rogers
1998-99,Tom Gugliotta,7800000.0,7896214.0,96214.0,46.0,U,Tom Gugliotta
2000-01,Olumide Oyedeji,316969.0,413055.0,96086.0,30.0,U,Olumide Oyedeji
2014-15,JR Smith,5982375.0,6078346.0,95971.0,88.0,U,JR Smith
1992-93,Morlon Wiley,250000.0,345837.0,95837.0,58.0,U,Morlon Wiley
2021-22,Quentin Grimes,2168640.0,2264326.0,95686.0,46.0,U,Quentin Grimes
2005-06,Boniface Ndong,398762.0,494294.0,95532.0,23.0,U,Boniface N'Dong
2011-12,Luke Harangody,762195.0,857574.0,95379.0,21.0,U,Luke Harangody
2021-22,Obi Toppin,5105160.0,5200250.0,95090.0,72.0,U,Obi Toppin
1994-95,Donald Royal,1000000.0,1094484.0,94484.0,88.0,U,Donald Royal
2000-01,Pepe Sanchez,316969.0,411351.0,94382.0,29.0,U,Pepe Sanchez
2010-11,Josh Smith,11600000.0,11694356.0,94356.0,89.0,U,Josh Smith
2005-06,Aaron Miles,155614.0,249898.0,94284.0,19.0,U,Aaron Miles
2011-12,Semih Erden,762195.0,856333.0,94138.0,28.0,U,Semih Erden
2021-22,Jaxson Hayes,5348280.0,5442417.0,94137.0,78.0,U,Jaxson Hayes
1990-91,Derrick Gervin,155000.0,248525.0,93525.0,56.0,U,Derrick Gervin
1999-00,Mark Hendrickson,62764.0,156173.0,93409.0,15.0,U,Mark Hendrickson
2017-18,Trevor Ariza,7400000.0,7493169.0,93169.0,84.0,U,Trevor Ariza
2001-02,Lavor Postell,465850.0,558976.0,93126.0,23.0,U,Lavor Postell
1990-91,John Long,150000.0,242327.0,92327.0,25.0,U,John Long
2006-07,Will Blalock,412718.0,504943.0,92225.0,14.0,U,Will Blalock
1994-95,Doug West,1275000.0,1366863.0,91863.0,71.0,U,Doug West
2001-02,Mark Strickland,715850.0,807350.0,91500.0,46.0,U,Mark Strickland
1996-97,Alan Henderson,910000.0,1000914.0,90914.0,40.0,U,Alan Henderson
1994-95,Mitchell Butler,400000.0,490899.0,90899.0,76.0,U,Mitchell Butler
2017-18,Emmanuel Mudiay,3381480.0,3472024.0,90544.0,64.0,U,Emmanuel Mudiay
2007-08,Jermareo Davidson,427163.0,517661.0,90498.0,38.0,U,Jermareo Davidson
2005-06,Bruce Bowen,3375000.0,3465461.0,90461.0,95.0,U,Bruce Bowen
2015-16,Miles Plumlee,2109293.0,2199619.0,90326.0,61.0,U,Miles Plumlee
2020-21,Sam Merrill,898310.0,987888.0,89578.0,38.0,U,Sam Merrill
2006-07,James Augustine,412718.0,502060.0,89342.0,2.0,U,James Augustine
2000-01,Monty Williams,1000000.0,1089075.0,89075.0,85.0,U,Monty Williams
1999-00,Bill Curley,117867.0,206594.0,88727.0,28.0,U,Bill Curley
1992-93,Hersey Hawkins,2400000.0,2488265.0,88265.0,81.0,U,Hersey Hawkins
2016-17,Juancho Hernangomez,1987440.0,2075656.0,88216.0,62.0,U,Juan Hernangomez
1990-91,Tony Smith,120000.0,208158.0,88158.0,71.0,U,Tony Smith
1992-93,Matt Othick,13000.0,101070.0,88070.0,4.0,U,Matt Othick
1991-92,Anthony Bonner,568000.0,655894.0,87894.0,79.0,U,Anthony Bonner
2012-13,Maalik Wayns,334308.0,421437.0,87129.0,27.0,U,Maalik Wayns
1999-00,Anthony Peeler,2495500.0,2581868.0,86368.0,86.0,U,Anthony Peeler
1991-92,Terry Cummings,1861000.0,1945976.0,84976.0,73.0,U,Terry Cummings
2021-22,Charlie Brown Jr.,431151.0,516035.0,84884.0,22.0,U,Charlie Brown
1997-98,Gerald Wilkins,326700.0,411429.0,84729.0,72.0,U,Gerald Wilkins
1995-96,Lucious Harris,725000.0,809478.0,84478.0,61.0,U,Lucious Harris
1995-96,Mark Bryant,1000000.0,1084179.0,84179.0,79.0,U,Mark Bryant
2010-11,Donte Greene,1116840.0,1200293.0,83453.0,69.0,U,Donte Greene
2004-05,Mario Kasun,385277.0,468529.0,83252.0,45.0,U,Mario Kasun
1992-93,Matt Geiger,140000.0,222996.0,82996.0,48.0,U,Matt Geiger
2004-05,Tremaine Fowlkes,79029.0,161854.0,82825.0,8.0,U,Tremaine Fowlkes
1991-92,Steve Kerr,553000.0,635805.0,82805.0,60.0,U,Steve Kerr
2006-07,Pops Mensah-Bonsu,412718.0,495350.0,82632.0,12.0,U,Pops Mensah-Bonsu
2006-07,Ruben Patterson,6807000.0,6889470.0,82470.0,81.0,U,Ruben Patterson
1992-93,Trent Tucker,350000.0,432227.0,82227.0,88.0,U,Trent Tucker
2008-09,JJ Hickson,1329480.0,1411611.0,82131.0,62.0,U,JJ Hickson
2018-19,Joe Chealey,77250.0,159330.0,82080.0,1.0,U,Joe Chealey
2016-17,Damian Lillard,24328425.0,24410060.0,81635.0,79.0,U,Damian Lillard
2007-08,Brian Skinner,1108718.0,1190120.0,81402.0,70.0,U,Brian Skinner
1996-97,David Wingate,560000.0,641169.0,81169.0,77.0,U,David Wingate
2006-07,Jacque Vaughn,1071225.0,1151876.0,80651.0,84.0,U,Jacque Vaughn
2012-13,John Henson,1823280.0,1903851.0,80571.0,67.0,U,John Henson
1996-97,Craig Ehlo,360000.0,440545.0,80545.0,62.0,U,Craig Ehlo
2004-05,Corsley Edwards,319498.0,399811.0,80313.0,10.0,U,Corsley Edwards
1992-93,Jud Buechler,375000.0,454517.0,79517.0,70.0,U,Jud Buechler
2004-05,Hedo Turkoglu,4903000.0,4982424.0,79424.0,67.0,U,Hidayet Turkoglu
2006-07,Will Conroy,35378.0,114616.0,79238.0,7.0,U,Will Conroy
1997-98,Pete Chilcutt,700000.0,779214.0,79214.0,82.0,U,Pete Chilcutt
1990-91,Scott Brooks,295000.0,374211.0,79211.0,80.0,U,Scott Brooks
1992-93,Tony Bennett,140000.0,218720.0,78720.0,83.0,U,Tony Bennett
2021-22,Luke Kornet,812364.0,890987.0,78623.0,24.0,U,Luke Kornet
2013-14,Jamaal Tinsley,139951.0,218225.0,78274.0,8.0,U,Jamaal Tinsley
2015-16,Duje Dukan,525093.0,603225.0,78132.0,1.0,U,Duje Dukan
2001-02,Raja Bell,540850.0,618926.0,78076.0,77.0,U,Raja Bell
2020-21,E'Twaun Moore,2331593.0,2409597.0,78004.0,34.0,U,E'Twaun Moore
2010-11,Marquis Daniels,2470000.0,2547957.0,77957.0,49.0,U,Marquis Daniels
1998-99,Charles Shackleford,537500.0,615387.0,77887.0,32.0,U,Charles Shackleford
1990-91,Steve Henson,120000.0,197759.0,77759.0,71.0,U,Steve Henson
1999-00,Obinna Ekezie,301875.0,379580.0,77705.0,39.0,U,Obinna Ekezie
2005-06,Brandon Bass,398762.0,476329.0,77567.0,29.0,U,Brandon Bass
1997-98,Tim Thomas,1614240.0,1691473.0,77233.0,77.0,U,Tim Thomas
2001-02,Norman Richardson,332817.0,409456.0,76639.0,11.0,U,Norm Richardson
1997-98,Joe Dumars,3000000.0,3076609.0,76609.0,72.0,U,Joe Dumars
2005-06,Randy Holcomb,52033.0,128133.0,76100.0,4.0,U,Randy Holcomb
2019-20,Tyler Zeller,245686.0,321536.0,75850.0,2.0,U,Tyler Zeller
1997-98,Bubba Wells,260000.0,335003.0,75003.0,39.0,U,Bubba Wells
2001-02,Mark Madsen,759960.0,833302.0,73342.0,66.0,U,Mark Madsen
1995-96,Dwayne Schintzius,225000.0,298318.0,73318.0,33.0,U,Dwayne Schintzius
2005-06,Pape Sow,641748.0,714692.0,72944.0,42.0,U,Pape Sow
1991-92,Stanley Roberts,550000.0,622876.0,72876.0,55.0,U,Stanley Roberts
1997-98,Jon Barry,272500.0,345029.0,72529.0,56.0,U,Jon Barry
2014-15,Jerome Jordan,816482.0,888881.0,72399.0,45.0,U,Jerome Jordan
1992-93,Paul Graham,500000.0,572319.0,72319.0,82.0,U,Paul Graham
2015-16,Lamar Patterson,525093.0,597245.0,72152.0,39.0,U,Lamar Patterson
1992-93,Marty Conlon,200000.0,272105.0,72105.0,46.0,U,Marty Conlon
1995-96,Ervin Johnson,767000.0,838169.0,71169.0,99.0,U,Ervin Johnson
1995-96,Eric Snow,200000.0,271094.0,71094.0,53.0,U,Eric Snow
1992-93,Brian Howard,200000.0,270785.0,70785.0,68.0,U,Brian Howard
2006-07,Desmon Farmer,275404.0,346144.0,70740.0,8.0,U,Desmon Farmer
2016-17,Brian Roberts,1050961.0,1121681.0,70720.0,41.0,U,Brian Roberts
2020-21,Andre Roberson,411639.0,482260.0,70621.0,5.0,U,Andre Roberson
2000-01,Kevin Willis,2870000.0,2940538.0,70538.0,78.0,U,Kevin Willis
2008-09,Linton Johnson,125374.0,195345.0,69971.0,13.0,U,Linton Johnson
1990-91,Rolando Blackman,1650000.0,1719868.0,69868.0,80.0,U,Rolando Blackman
1997-98,Eric Snow,706300.0,776132.0,69832.0,64.0,U,Eric Snow
1995-96,Matt Bullard,225000.0,294773.0,69773.0,50.0,U,Matt Bullard
2017-18,Demetrius Jackson,319266.0,388994.0,69728.0,15.0,U,Demetrius Jackson
1998-99,Marcus Camby,3164000.0,3233624.0,69624.0,66.0,U,Marcus Camby
1992-93,Tom Tolbert,606000.0,675539.0,69539.0,72.0,U,Tom Tolbert
2018-19,Tony Bradley,1679520.0,1749022.0,69502.0,3.0,U,Tony Bradley
2007-08,Channing Frye,2487240.0,2556296.0,69056.0,78.0,U,Channing Frye
1998-99,Cory Carr,287500.0,356379.0,68879.0,42.0,U,Cory Carr
1993-94,Chris Corchiani,150000.0,218773.0,68773.0,51.0,U,Chris Corchiani
2018-19,Greg Monroe,2410167.0,2478184.0,68017.0,53.0,U,Greg Monroe
1996-97,Zan Tabak,800000.0,867883.0,67883.0,13.0,U,Zan Tabak
2002-03,Adam Harrington,140636.0,208495.0,67859.0,19.0,U,Adam Harrington
2008-09,Dikembe Mutombo,794491.0,862349.0,67858.0,11.0,U,Dikembe Mutombo
1991-92,Elden Campbell,575000.0,642777.0,67777.0,85.0,U,Elden Campbell
1996-97,Litterial Green,247500.0,315089.0,67589.0,45.0,U,Litterial Green
2002-03,Eddy Curry,2879280.0,2946835.0,67555.0,81.0,U,Eddy Curry
2014-15,Drew Gordon,73657.0,141042.0,67385.0,9.0,U,Drew Gordon
2016-17,Ish Smith,6000000.0,6067340.0,67340.0,81.0,U,Ishmael Smith
1992-93,Chris Corchiani,300000.0,367242.0,67242.0,10.0,U,Chris Corchiani
2007-08,Bo Outlaw,160071.0,227257.0,67186.0,2.0,U,Bo Outlaw
2002-03,Malik Rose,4370000.0,4437082.0,67082.0,103.0,U,Malik Rose
2005-06,Loren Woods,780000.0,846175.0,66175.0,27.0,U,Loren Woods
2018-19,Zach Collins,3628920.0,3694526.0,65606.0,93.0,U,Zach Collins
1994-95,Spud Webb,2071600.0,2137193.0,65593.0,76.0,U,Spud Webb
1996-97,Chris Carr,750000.0,815299.0,65299.0,56.0,U,Chris Carr
1995-96,Bo Outlaw,500000.0,565208.0,65208.0,80.0,U,Bo Outlaw
2007-08,Cheikh Samb,427163.0,492025.0,64862.0,4.0,U,Cheikh Samb
2013-14,James Jones,1500000.0,1564493.0,64493.0,35.0,U,James Jones
1997-98,Malik Rose,272250.0,336723.0,64473.0,58.0,U,Malik Rose
2001-02,Dan Langhi,465850.0,530321.0,64471.0,34.0,U,Dan Langhi
2014-15,Pablo Prigioni,1662961.0,1727404.0,64443.0,84.0,U,Pablo Prigioni
2017-18,Wes Iwundu,1050000.0,1114318.0,64318.0,62.0,U,Wesley Iwundu
1995-96,Andrew DeClercq,230000.0,294282.0,64282.0,22.0,U,Andrew DeClercq
2002-03,Bryon Russell,1400000.0,1464166.0,64166.0,70.0,U,Bryon Russell
1991-92,Alexander Volkov,675000.0,738795.0,63795.0,77.0,U,Alexander Volkov
1999-00,Ira Bowman,4529.0,68137.0,63608.0,18.0,U,Ira Bowman
1994-95,Eric Riley,305000.0,368380.0,63380.0,40.0,U,Eric Riley
2004-05,Kenny Anderson,1100000.0,1163352.0,63352.0,43.0,U,Kenny Anderson
2005-06,Eddie Basden,398762.0,462033.0,63271.0,19.0,U,Eddie Basden
2016-17,Bryn Forbes,543471.0,606719.0,63248.0,42.0,U,Bryn Forbes
2016-17,Kyle O'Quinn,3918750.0,3981712.0,62962.0,79.0,U,Kyle O'Quinn
1994-95,Will Perdue,1056225.0,1119177.0,62952.0,88.0,U,Will Perdue
2011-12,Eric Bledsoe,1596360.0,1658831.0,62471.0,51.0,U,Eric Bledsoe
2017-18,Kadeem Allen,77250.0,139590.0,62340.0,18.0,U,Kadeem Allen
1997-98,Kebu Stewart,242000.0,304189.0,62189.0,15.0,U,Kebu Stewart
2015-16,Mo Williams,2100000.0,2161963.0,61963.0,54.0,U,Maurice Williams
1990-91,Jeff Martin,210000.0,271941.0,61941.0,74.0,U,Jeff Martin
2002-03,Casey Jacobsen,941040.0,1002536.0,61496.0,78.0,U,Casey Jacobsen
1998-99,Sam Jacobson,559000.0,620464.0,61464.0,2.0,U,Sam Jacobson
2020-21,Marques Bolden,449115.0,510314.0,61199.0,6.0,U,Marques Bolden
2005-06,Mickael Pietrus,1910520.0,1971603.0,61083.0,52.0,U,Mickael Pietrus
1998-99,Jamal Mashburn,5033000.0,5093924.0,60924.0,29.0,U,Jamal Mashburn
1994-95,Harold Ellis,250000.0,310905.0,60905.0,69.0,U,Harold Ellis
2019-20,Dewan Hernandez,898310.0,958702.0,60392.0,6.0,U,Dewan Hernandez
2015-16,James Michael McAdoo,845059.0,905276.0,60217.0,49.0,U,James Michael McAdoo
1990-91,Ledell Eackles,605000.0,665048.0,60048.0,67.0,U,Ledell Eackles
2017-18,Dakari Johnson,815615.0,875628.0,60013.0,33.0,U,Dakari Johnson
2007-08,Chris Richard,427163.0,486904.0,59741.0,52.0,U,Chris Richard
1990-91,Dale Ellis,1250000.0,1309504.0,59504.0,51.0,U,Dale Ellis
2010-11,Chris Bosh,14500000.0,14559393.0,59393.0,98.0,U,Chris Bosh
2020-21,Jahlil Okafor,1882867.0,1942154.0,59287.0,27.0,U,Jahlil Okafor
1995-96,Bob Sura,752000.0,811263.0,59263.0,82.0,U,Bob Sura
1992-93,Anthony Peeler,700000.0,759221.0,59221.0,77.0,U,Anthony Peeler
2005-06,Matt Barnes,683862.0,742429.0,58567.0,56.0,U,Matt Barnes
1991-92,Ennis Whatley,130000.0,188358.0,58358.0,38.0,U,Ennis Whatley
2005-06,James Thomas,148698.0,206882.0,58184.0,22.0,U,James Thomas
1993-94,Tellis Frank,200000.0,258156.0,58156.0,67.0,U,Tellis Frank
1997-98,Chris Anstey,713900.0,771907.0,58007.0,41.0,U,Chris Anstey
2004-05,Robert Traylor,1600000.0,1657957.0,57957.0,74.0,U,Robert Traylor
2011-12,Bobby Simmons,594836.0,652718.0,57882.0,32.0,U,Bobby Simmons
2018-19,Ed Davis,4449000.0,4506743.0,57743.0,84.0,U,Ed Davis
2017-18,Stephen Curry,34682550.0,34739617.0,57067.0,66.0,U,Stephen Curry
2000-01,Jim Jackson,2330000.0,2385647.0,55647.0,56.0,U,Jim Jackson
1992-93,John Crotty,140000.0,195592.0,55592.0,41.0,U,John Crotty
1993-94,Anthony Mason,1100000.0,1155251.0,55251.0,98.0,U,Anthony Mason
2016-17,Treveon Graham,543471.0,598679.0,55208.0,27.0,U,Treveon Graham
2015-16,Al Horford,12000000.0,12054648.0,54648.0,92.0,U,Al Horford
2017-18,Joffrey Lauvergne,1524305.0,1578534.0,54229.0,56.0,U,Joffrey Lauvergne
1992-93,Sam Mack,140000.0,194057.0,54057.0,40.0,U,Sam Mack
1990-91,John Salley,575000.0,628845.0,53845.0,89.0,U,John Salley
2007-08,Josh McRoberts,427163.0,480655.0,53492.0,8.0,U,Josh McRoberts
1995-96,Alvin Heggs,200000.0,253278.0,53278.0,4.0,U,Alvin Heggs
1990-91,Tony Brown,50000.0,102978.0,52978.0,34.0,U,Tony Brown
1996-97,Robert Pack,2700000.0,2752959.0,52959.0,54.0,U,Robert Pack
2006-07,Josh Boone,1053960.0,1106840.0,52880.0,73.0,U,Josh Boone
2014-15,Kenyon Martin,818049.0,870854.0,52805.0,11.0,U,Kenyon Martin
2000-01,Obinna Ekezie,423500.0,476256.0,52756.0,34.0,U,Obinna Ekezie
2016-17,Joel Anthony,663810.0,716502.0,52692.0,22.0,U,Joel Anthony
2019-20,Brian Bowen II,79568.0,131888.0,52320.0,6.0,U,Brian Bowen
2007-08,Ronnie Price,1100000.0,1151988.0,51988.0,73.0,U,Ronnie Price
2017-18,Zaza Pachulia,3477600.0,3529159.0,51559.0,76.0,U,Zaza Pachulia
1993-94,Ron Anderson,300000.0,351089.0,51089.0,21.0,U,Ron Anderson
2002-03,Juan Dixon,1172400.0,1223331.0,50931.0,42.0,U,Juan Dixon
1993-94,Lindsey Hunter,902000.0,952785.0,50785.0,82.0,U,Lindsey Hunter
2012-13,Will Bynum,3500000.0,3550757.0,50757.0,65.0,U,Will Bynum
1995-96,Mark Davis 1973,,250709.0,,57.0,U,Mark Davis 1973
1992-93,Kennard Winchester,140000.0,190636.0,50636.0,39.0,U,Kennard Winchester
2020-21,Josh Hall,449115.0,499577.0,50462.0,21.0,U,Josh Hall
1995-96,Chris Gatling,1540000.0,1590376.0,50376.0,74.0,U,Chris Gatling
1993-94,Eric Leckner,300000.0,350185.0,50185.0,71.0,U,Eric Leckner
1991-92,Tom Garrick,200000.0,249050.0,49050.0,40.0,U,Tom Garrick
2009-10,CJ Miles,3700000.0,3748832.0,48832.0,73.0,U,CJ Miles
2005-06,Royal Ivey,641748.0,690402.0,48654.0,73.0,U,Royal Ivey
2017-18,Dwayne Bacon,815615.0,864201.0,48586.0,53.0,U,Dwayne Bacon
2011-12,Toney Douglas,1145640.0,1194181.0,48541.0,39.0,U,Toney Douglas
1993-94,Larry Johnson 1969,3125000.0,3173449.0,48449.0,51.0,U,Larry Johnson
1997-98,Carl Thomas,272250.0,320453.0,48203.0,44.0,U,Carl Thomas
2002-03,Etan Thomas,1597200.0,1644956.0,47756.0,38.0,U,Etan Thomas
1992-93,Eddie Johnson 1959,,1147659.0,,101.0,U,Eddie Johnson 1959
1990-91,Terry Davis,250000.0,297610.0,47610.0,55.0,U,Terry Davis
2008-09,Desmon Farmer,83708.0,130988.0,47280.0,3.0,U,Desmon Farmer
1993-94,Walter Bond,150000.0,197023.0,47023.0,60.0,U,Walter Bond
2019-20,Dwayne Bacon,1618520.0,1665432.0,46912.0,39.0,U,Dwayne Bacon
2008-09,Javaris Crittenton,1381560.0,1428459.0,46899.0,63.0,U,Javaris Crittenton
1998-99,Vladimir Stepania,543000.0,589788.0,46788.0,23.0,U,Vladimir Stepania
1999-00,Kevin Ollie,425088.0,471638.0,46550.0,50.0,U,Kevin Ollie
1995-96,Martin Lewis,200000.0,246474.0,46474.0,16.0,U,Martin Lewis
2019-20,Rodions Kurucs,1699236.0,1745605.0,46369.0,51.0,U,Rodions Kurucs
1995-96,Zan Tabak,650000.0,696091.0,46091.0,67.0,U,Zan Tabak
2003-04,Lamar Odom,9963596.0,10009518.0,45922.0,93.0,U,Lamar Odom
1998-99,Anthony Peeler,2254000.0,2299787.0,45787.0,32.0,U,Anthony Peeler
1994-95,Sergei Bazarevich,168000.0,213735.0,45735.0,10.0,U,Sergei Bazarevich
1997-98,Lorenzen Wright,1701720.0,1747301.0,45581.0,69.0,U,Lorenzen Wright
1998-99,Rick Fox,1750000.0,1795521.0,45521.0,52.0,U,Rick Fox
1995-96,Bryant Reeves,1474000.0,1519149.0,45149.0,77.0,U,Bryant Reeves
2009-10,Shavlik Randolph,343542.0,388617.0,45075.0,6.0,U,Shavlik Randolph
2002-03,Anthony Goldwire,139925.0,184854.0,44929.0,15.0,U,Anthony Goldwire
1998-99,Earl Boykins,287500.0,332368.0,44868.0,22.0,U,Earl Boykins
1996-97,Kobe Bryant,1015000.0,1059641.0,44641.0,80.0,U,Kobe Bryant
1997-98,Tony Farmer,272250.0,316847.0,44597.0,27.0,U,Tony Farmer
2010-11,Ime Udoka,264232.0,308805.0,44573.0,20.0,U,Ime Udoka
2010-11,Aaron Gray,1028840.0,1073078.0,44238.0,47.0,U,Aaron Gray
1993-94,Kenny Walker,400000.0,444111.0,44111.0,73.0,U,Kenny Walker
2011-12,O.J. Mayo,5632637.0,5676638.0,44001.0,73.0,U,OJ Mayo
2003-04,Ansu Sesay,688679.0,732474.0,43795.0,57.0,U,Ansu Sesay
2014-15,Austin Rivers,2439840.0,2483323.0,43483.0,90.0,U,Austin Rivers
1997-98,Bison Dele,4050000.0,4092927.0,42927.0,78.0,U,Bison Dele
2009-10,Ian Mahinmi,1079640.0,1122438.0,42798.0,28.0,U,Ian Mahinmi
1999-00,Lari Ketner,92338.0,134775.0,42437.0,22.0,U,Lari Ketner
2009-10,Jason Terry,9862500.0,9904486.0,41986.0,83.0,U,Jason Terry
1997-98,Jalen Rose,1852500.0,1894448.0,41948.0,97.0,U,Jalen Rose
2021-22,Scottie Lewis,462629.0,504272.0,41643.0,2.0,U,Scottie Lewis
1996-97,Sasha Danilovic,1892000.0,1933316.0,41316.0,56.0,U,Sasha Danilovic
1995-96,Theo Ratliff,714000.0,755148.0,41148.0,76.0,U,Theo Ratliff
2001-02,Ruben Patterson,4538000.0,4578796.0,40796.0,78.0,U,Ruben Patterson
2008-09,Anthony Roberson,797581.0,838270.0,40689.0,30.0,U,Anthony Roberson
1994-95,Isaiah Rider,2500000.0,2540352.0,40352.0,75.0,U,Isaiah Rider
2002-03,Juaquin Hawkins,587435.0,627667.0,40232.0,58.0,U,Juaquin Hawkins
2008-09,Maurice Evans,2500000.0,2540045.0,40045.0,91.0,U,Maurice Evans
1993-94,Brad Daugherty,3541000.0,3581042.0,40042.0,50.0,U,Brad Daugherty
2006-07,Sasha Vujacic,973920.0,1013182.0,39262.0,77.0,U,Sasha Vujacic
2010-11,Robin Lopez,1867320.0,1906485.0,39165.0,67.0,U,Robin Lopez
1999-00,Andrew Lang,510000.0,549124.0,39124.0,19.0,U,Andrew Lang
1992-93,Marcus Webb,140000.0,178822.0,38822.0,9.0,U,Marcus Webb
1996-97,Gary Grant,500000.0,538358.0,38358.0,28.0,U,Gary Grant
2011-12,Travis Leslie,473604.0,511900.0,38296.0,10.0,U,Travis Leslie
2001-02,Ratko Varda,332817.0,371102.0,38285.0,1.0,U,Ratko Varda
2006-07,Robert Hite,412718.0,450923.0,38205.0,12.0,U,Robert Hite
1998-99,Chris Morris,1000000.0,1037868.0,37868.0,45.0,U,Chris Morris
1993-94,Joe Courtney,150000.0,187785.0,37785.0,52.0,U,Joe Courtney
1992-93,Jerome Lane,225000.0,262358.0,37358.0,21.0,U,Jerome Lane
2009-10,Pops Mensah-Bonsu,330199.0,367445.0,37246.0,20.0,U,Pops Mensah-Bonsu
1993-94,Bill Laimbeer,1300000.0,1336670.0,36670.0,11.0,U,Bill Laimbeer
2013-14,Brandon Davies,490180.0,526698.0,36518.0,51.0,U,Brandon Davies
2021-22,Jon Teske,53176.0,89692.0,36516.0,3.0,U,Jon Teske
1992-93,Gary Plummer,140000.0,176420.0,36420.0,60.0,U,Gary Plummer
2012-13,DaJuan Summers,177024.0,213358.0,36334.0,2.0,U,DaJuan Summers
2021-22,Darren Collison,151821.0,188145.0,36324.0,3.0,U,Darren Collison
1991-92,Olden Polynice,750000.0,786202.0,36202.0,81.0,U,Olden Polynice
1991-92,Tony Campbell,1183000.0,1219024.0,36024.0,78.0,U,Tony Campbell
1997-98,Tony Massenburg,750000.0,786013.0,36013.0,61.0,U,Tony Massenburg
1990-91,Delaney Rudd,215000.0,250976.0,35976.0,91.0,U,Delaney Rudd
1996-97,Popeye Jones,1581000.0,1616896.0,35896.0,79.0,U,Popeye Jones
2008-09,Travis Diener,1620000.0,1655824.0,35824.0,55.0,U,Travis Diener
1992-93,Alaa Abdelnaby,500000.0,535728.0,35728.0,79.0,U,Alaa Abdelnaby
2003-04,Steve Smith,1070000.0,1105189.0,35189.0,76.0,U,Steve Smith
1993-94,David Wingate,570000.0,605184.0,35184.0,50.0,U,David Wingate
1993-94,Anthony Bonner,650000.0,685134.0,35134.0,86.0,U,Anthony Bonner
2002-03,Greg Foster,401951.0,437056.0,35105.0,29.0,U,Greg Foster
