season,player,salary,real_value,difference,games,status,player_hh
2008-09,Anthony Morrow,442114.0,3547671.0,3105557.0,67.0,U,Anthony Morrow
2008-09,Trevor Ariza,3100000.0,6204598.0,3104598.0,105.0,U,Trevor Ariza
2012-13,Patrick Beverley,298092.0,3398579.0,3100487.0,47.0,U,Patrick Beverley
1997-98,Ray Allen,2052360.0,5151257.0,3098897.0,82.0,U,Ray Allen
2018-19,Dario Saric,2526840.0,5622284.0,3095444.0,81.0,U,Dario Saric
2008-09,Leon Powe,797581.0,3892177.0,3094596.0,72.0,U,Leon Powe
2006-07,Matt Carroll,1188000.0,4282389.0,3094389.0,72.0,U,Matt Carroll
2000-01,Travis Best,3500000.0,6592626.0,3092626.0,81.0,U,Travis Best
2000-01,Rashard Lewis,3920000.0,7010091.0,3090091.0,78.0,U,Rashard Lewis
2021-22,Darius Bazley,2513040.0,5601836.0,3088796.0,69.0,U,Darius Bazley
2000-01,Michael Dickerson,1310400.0,4398497.0,3088097.0,70.0,U,Michael Dickerson
2018-19,Dennis Smith Jr.,3819960.0,6906149.0,3086189.0,53.0,U,Dennis Smith
2020-21,Desmond Bane,1936440.0,5019757.0,3083317.0,75.0,U,Desmond Bane
2011-12,Jared Dudley,4250000.0,7332238.0,3082238.0,65.0,U,Jared Dudley
1995-96,Shawn Kemp,3000000.0,6081993.0,3081993.0,99.0,U,Shawn Kemp
1996-97,Dominique Wilkins,247500.0,3329449.0,3081949.0,63.0,U,Dominique Wilkins
2021-22,Hassani Gravett,106352.0,3186656.0,3080304.0,8.0,U,Hassani Gravett
1997-98,Detlef Schrempf,3333333.0,6413056.0,3079723.0,88.0,U,Detlef Schrempf
1997-98,Clifford Robinson,1000000.0,4079484.0,3079484.0,84.0,U,Clifford Robinson
2006-07,Andris Biedrins,1986960.0,5066184.0,3079224.0,93.0,U,Andris Biedrins
2016-17,Jordan Farmar,82976.0,3159568.0,3076592.0,2.0,U,Jordan Farmar
2019-20,Daniel Theis,5000000.0,8075204.0,3075204.0,82.0,U,Daniel Theis
2021-22,Austin Reaves,925258.0,3997032.0,3071774.0,61.0,U,Austin Reaves
2019-20,Willie Cauley-Stein,2177483.0,5241488.0,3064005.0,54.0,U,Willie Cauley-Stein
2021-22,Xavier Moon,202069.0,3265475.0,3063406.0,10.0,U,Xavier Moon
1996-97,Walt Williams,247500.0,3309785.0,3062285.0,73.0,U,Walt Williams
1998-99,Detlef Schrempf,3333000.0,6394393.0,3061393.0,50.0,U,Detlef Schrempf
2018-19,Noah Vonleh,1621415.0,4681400.0,3059985.0,68.0,U,Noah Vonleh
1997-98,Bo Outlaw,1000000.0,4059455.0,3059455.0,82.0,U,Bo Outlaw
2014-15,Tyler Zeller,1703760.0,4762027.0,3058267.0,86.0,U,Tyler Zeller
2020-21,Xavier Tillman Sr.,1300000.0,4352887.0,3052887.0,64.0,U,Xavier Tillman
1997-98,Shareef Abdur-Rahim,2513760.0,5566282.0,3052522.0,82.0,U,Shareef Abdur-Rahim
1993-94,Mookie Blaylock,1630000.0,4680918.0,3050918.0,92.0,U,Mookie Blaylock
2006-07,DeShawn Stevenson,932015.0,3980137.0,3048122.0,86.0,U,DeShawn Stevenson
2008-09,Glen Davis,711517.0,3759262.0,3047745.0,90.0,U,Glen Davis
2021-22,Franz Wagner,5007840.0,8055547.0,3047707.0,79.0,U,Franz Wagner
2017-18,Rajon Rondo,6300000.0,9346367.0,3046367.0,74.0,U,Rajon Rondo
2016-17,Norman Powell,874636.0,3920965.0,3046329.0,85.0,U,Norman Powell
2005-06,Metta World Peace,6842105.0,9886881.0,3044776.0,61.0,U,Metta World Peace
2007-08,Brandon Bass,770610.0,3814056.0,3043446.0,84.0,U,Brandon Bass
2019-20,Tyler Johnson,183115.0,3223752.0,3040637.0,43.0,U,Tyler Johnson
1994-95,Rod Strickland,1920000.0,4959211.0,3039211.0,67.0,U,Rod Strickland
1997-98,Nick Van Exel,1900000.0,4938978.0,3038978.0,77.0,U,Nick Van Exel
1999-00,Elton Brand,3375960.0,6413040.0,3037080.0,81.0,U,Elton Brand
2015-16,Bradley Beal,5694673.0,8730359.0,3035686.0,55.0,U,Bradley Beal
2000-01,Alvin Williams,2100000.0,5135377.0,3035377.0,94.0,U,Alvin Williams
1995-96,Hakeem Olajuwon,5305000.0,8339451.0,3034451.0,80.0,U,Hakeem Olajuwon
2020-21,Darius Bazley,2399160.0,5428932.0,3029772.0,55.0,U,Darius Bazley
2004-05,Vince Carter,12584688.0,15611459.0,3026771.0,81.0,U,Vince Carter
2008-09,JR Smith,4985001.0,8007961.0,3022960.0,97.0,U,JR Smith
2019-20,Miles Bridges,3755400.0,6777266.0,3021866.0,65.0,U,Miles Bridges
2000-01,David Wingate,1000000.0,4020609.0,3020609.0,1.0,U,David Wingate
1991-92,David Robinson,2240000.0,5260390.0,3020390.0,68.0,U,David Robinson
2013-14,Khris Middleton,788872.0,3805095.0,3016223.0,82.0,U,Khris Middleton
2013-14,Devin Harris,1272279.0,4286747.0,3014468.0,47.0,U,Devin Harris
1995-96,Latrell Sprewell,975000.0,3988576.0,3013576.0,78.0,U,Latrell Sprewell
1995-96,Cedric Ceballos,2245000.0,5256990.0,3011990.0,82.0,U,Cedric Ceballos
2021-22,Braxton Key,127622.0,3138157.0,3010535.0,11.0,U,Braxton Key
2013-14,Trey Burke,2438760.0,5448544.0,3009784.0,70.0,U,Trey Burke
2006-07,Tony Allen,1037280.0,4046285.0,3009005.0,33.0,U,Tony Allen
2019-20,Rui Hachimura,4469160.0,7476829.0,3007669.0,48.0,U,Rui Hachimura
2008-09,Metta World Peace,7400000.0,10405532.0,3005532.0,82.0,U,Metta World Peace
2007-08,Andrew Bogut,4991520.0,7996823.0,3005303.0,78.0,U,Andrew Bogut
2007-08,Kevin Durant,4171200.0,7173832.0,3002632.0,80.0,U,Kevin Durant
2010-11,Wesley Matthews,5765000.0,8767168.0,3002168.0,88.0,U,Wesley Matthews
2004-05,Richard Hamilton,7812500.0,10813162.0,3000662.0,101.0,U,Richard Hamilton
2013-14,John Henson,1905360.0,4903665.0,2998305.0,70.0,U,John Henson
2015-16,Evan Turner,3425510.0,6415587.0,2990077.0,87.0,U,Evan Turner
1992-93,Tim Hardaway,690000.0,3679985.0,2989985.0,66.0,U,Tim Hardaway
2021-22,Trendon Watford,768830.0,3757647.0,2988817.0,48.0,U,Trendon Watford
2014-15,Aaron Brooks,915243.0,3899884.0,2984641.0,94.0,U,Aaron Brooks
2011-12,Luke Ridnour,3680000.0,6663690.0,2983690.0,53.0,U,Luke Ridnour
2001-02,Gilbert Arenas,332817.0,3316417.0,2983600.0,47.0,U,Gilbert Arenas
2004-05,Nenad Krstic,939480.0,3920632.0,2981152.0,79.0,U,Nenad Krstic
2005-06,Andres Nocioni,2775000.0,5754464.0,2979464.0,88.0,U,Andres Nocioni
2000-01,Richard Hamilton,1973880.0,4952431.0,2978551.0,78.0,U,Richard Hamilton
2015-16,Robert Covington,1000000.0,3977467.0,2977467.0,67.0,U,Robert Covington
2005-06,Damon Stoudamire,3750000.0,6727217.0,2977217.0,27.0,U,Damon Stoudamire
2010-11,DeAndre Jordan,854389.0,3827980.0,2973591.0,80.0,U,DeAndre Jordan
1990-91,Tim Hardaway,500000.0,3472457.0,2972457.0,91.0,U,Tim Hardaway
2006-07,Amar'e Stoudemire,12455000.0,15426865.0,2971865.0,92.0,U,Amare Stoudemire
2016-17,Tyler Johnson,5628000.0,8598680.0,2970680.0,73.0,U,Tyler Johnson
2008-09,Al Jefferson,11000000.0,13967617.0,2967617.0,50.0,U,Al Jefferson
2013-14,Mike Dunleavy,3000000.0,5964942.0,2964942.0,87.0,U,Mike Dunleavy
2001-02,Jim Jackson,789170.0,3753537.0,2964367.0,55.0,U,Jim Jackson
2010-11,Greg Monroe,2798040.0,5758255.0,2960215.0,80.0,U,Greg Monroe
2004-05,Bob Sura,3200000.0,6156657.0,2956657.0,68.0,U,Bob Sura
2005-06,Mo Williams,1760000.0,4715636.0,2955636.0,63.0,U,Maurice Williams
2019-20,Brad Wanamaker,1445697.0,4393769.0,2948072.0,88.0,U,Brad Wanamaker
2017-18,Jarrett Allen,1713720.0,4660822.0,2947102.0,72.0,U,Jarrett Allen
1996-97,Shawn Kemp,3300000.0,6246075.0,2946075.0,93.0,U,Shawn Kemp
2014-15,Danny Green,4025000.0,6970204.0,2945204.0,88.0,U,Danny Green
2007-08,Josh Boone,1133040.0,4074967.0,2941927.0,70.0,U,Josh Boone
2018-19,Reggie Bullock,2500000.0,5439502.0,2939502.0,63.0,U,Reggie Bullock
2019-20,Sindarius Thornwell,183115.0,3114085.0,2930970.0,2.0,U,Sindarius Thornwell
2006-07,Anthony Parker,4150000.0,7077294.0,2927294.0,79.0,U,Anthony Parker
2011-12,Rodrigue Beaubois,1236720.0,4162276.0,2925556.0,55.0,U,Rodrigue Beaubois
2000-01,Marcus Camby,5750000.0,8674576.0,2924576.0,67.0,U,Marcus Camby
2009-10,Lou Williams,4972500.0,7895568.0,2923068.0,64.0,U,Louis Williams
2009-10,Carlos Boozer,13520500.0,16442907.0,2922407.0,88.0,U,Carlos Boozer
2011-12,Mike Dunleavy,3750000.0,6670694.0,2920694.0,55.0,U,Mike Dunleavy
2019-20,Mikal Bridges,4161000.0,7081279.0,2920279.0,73.0,U,Mikal Bridges
2010-11,Gary Neal,525000.0,3443433.0,2918433.0,86.0,U,Gary Neal
2009-10,Anthony Randolph,1837560.0,4754370.0,2916810.0,33.0,U,Anthony Randolph
2015-16,Michael Kidd-Gilchrist,6331403.0,9246498.0,2915095.0,7.0,U,Michael Kidd-Gilchrist
2011-12,Josh Smith,12400000.0,15311111.0,2911111.0,71.0,U,Josh Smith
2002-03,James Posey,1723606.0,4634136.0,2910530.0,83.0,U,James Posey
2017-18,Dillon Brooks,815615.0,3725939.0,2910324.0,82.0,U,Dillon Brooks
2020-21,Cole Anthony,3285120.0,6193138.0,2908018.0,47.0,U,Cole Anthony
2007-08,Nate Robinson,1268160.0,4174949.0,2906789.0,72.0,U,Nate Robinson
2000-01,Fred Hoiberg,880000.0,3779612.0,2899612.0,74.0,U,Fred Hoiberg
2003-04,Samuel Dalembert,887160.0,3782301.0,2895141.0,82.0,U,Samuel Dalembert
2014-15,Dennis Schroder,1690680.0,4581590.0,2890910.0,93.0,U,Dennis Schroeder
2018-19,Tyus Jones,2444052.0,5333567.0,2889515.0,68.0,U,Tyus Jones
2019-20,Chris Chiozza,79568.0,2965666.0,2886098.0,32.0,U,Chris Chiozza
2014-15,Elfrid Payton,2397840.0,5281893.0,2884053.0,82.0,U,Elfrid Payton
2019-20,Gary Trent Jr.,1416852.0,4297117.0,2880265.0,67.0,U,Gary Trent Jr
2014-15,C.J. Watson,2077000.0,4956926.0,2879926.0,57.0,U,CJ Watson
2004-05,Eddie Griffin,695046.0,3570638.0,2875592.0,70.0,U,Eddie Griffin
2010-11,Grant Hill,3324000.0,6199531.0,2875531.0,80.0,U,Grant Hill
2009-10,Ty Lawson,1438690.0,4313459.0,2874769.0,71.0,U,Ty Lawson
1997-98,Alan Henderson,1028400.0,3900355.0,2871955.0,73.0,U,Alan Henderson
2020-21,David Nwaba,1824003.0,4693212.0,2869209.0,30.0,U,David Nwaba
2006-07,Richard Hamilton,9187500.0,12054369.0,2866869.0,91.0,U,Richard Hamilton
2013-14,Miles Plumlee,1121520.0,3986320.0,2864800.0,80.0,U,Miles Plumlee
2001-02,Troy Hudson,590850.0,3453808.0,2862958.0,85.0,U,Troy Hudson
1995-96,Rod Strickland,2280000.0,5136953.0,2856953.0,72.0,U,Rod Strickland
2011-12,Gerald Henderson,2250600.0,5107418.0,2856818.0,55.0,U,Gerald Henderson
1991-92,Karl Malone,2556000.0,5411592.0,2855592.0,97.0,U,Karl Malone
2001-02,Mike Miller,2494080.0,5347904.0,2853824.0,67.0,U,Mike Miller
1992-93,Karl Malone,2854000.0,5706959.0,2852959.0,87.0,U,Karl Malone
1998-99,Mitch Richmond,2500000.0,5347573.0,2847573.0,50.0,U,Mitch Richmond
2010-11,Josh McRoberts,885120.0,3731604.0,2846484.0,77.0,U,Josh McRoberts
1990-91,Scottie Pippen,765000.0,3609886.0,2844886.0,99.0,U,Scottie Pippen
2005-06,Anthony Johnson,2420000.0,5260751.0,2840751.0,81.0,U,Anthony Johnson
2000-01,Terrell Brandon,8330000.0,11170073.0,2840073.0,82.0,U,Terrell Brandon
2013-14,Brian Roberts,788872.0,3627617.0,2838745.0,72.0,U,Brian Roberts
2019-20,Wendell Carter Jr.,5201400.0,8039912.0,2838512.0,43.0,U,Wendell Carter
2016-17,Frank Kaminsky,2730000.0,5565826.0,2835826.0,75.0,U,Frank Kaminsky
2021-22,Reggie Perry,188272.0,3023750.0,2835478.0,10.0,U,Reggie Perry
2009-10,Chase Budinger,457588.0,3292388.0,2834800.0,74.0,U,Chase Budinger
2017-18,Shaquille Harrison,230399.0,3058832.0,2828433.0,23.0,U,Shaquille Harrison
2018-19,Willy Hernangomez,1496500.0,4321680.0,2825180.0,58.0,U,Willy Hernangomez
2006-07,Smush Parker,798112.0,3620763.0,2822651.0,87.0,U,Smush Parker
2019-20,Jeremiah Martin,79568.0,2900204.0,2820636.0,12.0,U,Jeremiah Martin
1994-95,Danny Manning,1000000.0,3819761.0,2819761.0,46.0,U,Danny Manning
2013-14,Robin Lopez,5119761.0,7938565.0,2818804.0,93.0,U,Robin Lopez
2005-06,Ryan Gomes,428762.0,3246227.0,2817465.0,61.0,U,Ryan Gomes
2010-11,Lamar Odom,8200000.0,11016435.0,2816435.0,92.0,U,Lamar Odom
2020-21,Saben Lee,516836.0,3331386.0,2814550.0,48.0,U,Saben Lee
2017-18,Luke Kornet,77250.0,2891371.0,2814121.0,20.0,U,Luke Kornet
2010-11,Manu Ginobili,11854584.0,14666697.0,2812113.0,85.0,U,Manu Ginobili
2005-06,Rashard Lewis,8571429.0,11382156.0,2810727.0,78.0,U,Rashard Lewis
2008-09,Jason Terry,9196000.0,12004927.0,2808927.0,84.0,U,Jason Terry
2019-20,Michael Carter-Williams,2028594.0,4837342.0,2808748.0,45.0,U,Michael Carter-Williams
2014-15,John Wall,13701250.0,16506754.0,2805504.0,86.0,U,John Wall
2019-20,Naz Reid,898310.0,3702251.0,2803941.0,30.0,U,Naz Reid
2021-22,Damian Jones,1977011.0,4780708.0,2803697.0,56.0,U,Damian Jones
2013-14,Josh McRoberts,2652000.0,5453027.0,2801027.0,82.0,U,Josh McRoberts
2016-17,Spencer Dinwiddie,726672.0,3527570.0,2800898.0,59.0,U,Spencer Dinwiddie
2020-21,Raul Neto,1882867.0,4683750.0,2800883.0,71.0,U,Raul Neto
1998-99,Clifford Robinson,3500000.0,6300672.0,2800672.0,53.0,U,Clifford Robinson
2009-10,Shaun Livingston,296695.0,3094458.0,2797763.0,36.0,U,Shaun Livingston
2014-15,Trey Burke,2548560.0,5344208.0,2795648.0,76.0,U,Trey Burke
2001-02,Darrell Armstrong,4005000.0,6795832.0,2790832.0,86.0,U,Darrell Armstrong
2017-18,Johnathan Motley,77250.0,2866992.0,2789742.0,11.0,U,Johnathan Motley
2010-11,Kris Humphries,3200000.0,5987364.0,2787364.0,74.0,U,Kris Humphries
2018-19,Kevin Durant,30000000.0,32786280.0,2786280.0,90.0,U,Kevin Durant
2008-09,Andre Miller,10333334.0,13118592.0,2785258.0,88.0,U,Andre Miller
2003-04,Kirk Hinrich,2185920.0,4969590.0,2783670.0,76.0,U,Kirk Hinrich
2018-19,Richaun Holmes,1600520.0,4381874.0,2781354.0,70.0,U,Richaun Holmes
1996-97,Jeff Hornacek,2396000.0,5177312.0,2781312.0,102.0,U,Jeff Hornacek
2005-06,Steve Blake,1000000.0,3777294.0,2777294.0,68.0,U,Steve Blake
2011-12,Courtney Lee,2225093.0,5002361.0,2777268.0,58.0,U,Courtney Lee
2020-21,Eric Paschall,1517981.0,4292256.0,2774275.0,40.0,U,Eric Paschall
2021-22,Kevin Huerter,4253357.0,7024593.0,2771236.0,81.0,U,Kevin Huerter
2020-21,P.J. Dozier,1762796.0,4533129.0,2770333.0,50.0,U,PJ Dozier
1995-96,Shaquille O'Neal,5700000.0,8469598.0,2769598.0,66.0,U,Shaquille O'Neal
2007-08,Jordan Farmar,1009560.0,3779121.0,2769561.0,103.0,U,Jordan Farmar
2012-13,Anderson Varejao,8400000.0,11167325.0,2767325.0,25.0,U,Anderson Varejao
2017-18,Frank Kaminsky,2847600.0,5614746.0,2767146.0,79.0,U,Frank Kaminsky
2005-06,Jason Richardson,8888888.0,11652537.0,2763649.0,75.0,U,Jason Richardson
2009-10,Luc Mbah a Moute,736420.0,3499427.0,2763007.0,80.0,U,Luc Mbah a Moute
1993-94,Charles Barkley,3250000.0,6009768.0,2759768.0,75.0,U,Charles Barkley
1996-97,John Stockton,6000000.0,8759286.0,2759286.0,102.0,U,John Stockton
2000-01,Michael Finley,8400000.0,11158955.0,2758955.0,92.0,U,Michael Finley
1998-99,Avery Johnson,3000000.0,5757650.0,2757650.0,67.0,U,Avery Johnson
2010-11,James Harden,4304520.0,7061279.0,2756759.0,99.0,U,James Harden
2019-20,Rondae Hollis-Jefferson,2500000.0,5254445.0,2754445.0,65.0,U,Rondae Hollis-Jefferson
2013-14,Jonas Valanciunas,3526440.0,6280364.0,2753924.0,88.0,U,Jonas Valanciunas
2012-13,Paul Millsap,7200000.0,9952438.0,2752438.0,78.0,U,Paul Millsap
1995-96,Damon Stoudamire,1345000.0,4091671.0,2746671.0,70.0,U,Damon Stoudamire
2021-22,Lindy Waters III,159527.0,2906133.0,2746606.0,25.0,U,Lindy Waters III
2021-22,DeMarcus Cousins,2038942.0,4781921.0,2742979.0,53.0,U,DeMarcus Cousins
2018-19,Kris Dunn,4221000.0,6962800.0,2741800.0,46.0,U,Kris Dunn
2021-22,Jaylen Nowell,1782621.0,4523666.0,2741045.0,64.0,U,Jaylen Nowell
2009-10,DeJuan Blair,850000.0,3590611.0,2740611.0,92.0,U,DeJuan Blair
1997-98,Ike Austin,384000.0,3124189.0,2740189.0,78.0,U,Isaac Austin
2018-19,Devin Robinson,77250.0,2816399.0,2739149.0,7.0,U,Devin Robinson
2019-20,Frank Mason III,79568.0,2818110.0,2738542.0,11.0,U,Frank Mason
1997-98,Derek Strong,326700.0,3064542.0,2737842.0,58.0,U,Derek Strong
2015-16,Chris Paul,21468695.0,24198509.0,2729814.0,78.0,U,Chris Paul
2011-12,Brandon Bass,4250000.0,6975758.0,2725758.0,79.0,U,Brandon Bass
1999-00,Mike Bibby,3092400.0,5816839.0,2724439.0,82.0,U,Mike Bibby
2020-21,Rui Hachimura,4692840.0,7416852.0,2724012.0,64.0,U,Rui Hachimura
1997-98,David Wesley,1800000.0,4523928.0,2723928.0,90.0,U,David Wesley
2010-11,J.J. Barea,1815000.0,4538831.0,2723831.0,102.0,U,Jose Juan Barea
2018-19,Maxi Kleber,1378242.0,4101177.0,2722935.0,71.0,U,Maxi Kleber
2001-02,Lamar Odom,2812320.0,5535031.0,2722711.0,29.0,U,Lamar Odom
2019-20,Luguentz Dort,155647.0,2877220.0,2721573.0,42.0,U,Luguentz Dort
2014-15,Blake Griffin,17632688.0,20352669.0,2719981.0,81.0,U,Blake Griffin
2020-21,Reggie Bullock,4200000.0,6919518.0,2719518.0,70.0,U,Reggie Bullock
1993-94,Rod Strickland,1560000.0,4278119.0,2718119.0,86.0,U,Rod Strickland
2008-09,Joakim Noah,2295480.0,5013523.0,2718043.0,87.0,U,Joakim Noah
2016-17,Joe Ingles,2100000.0,4817864.0,2717864.0,93.0,U,Joe Ingles
2009-10,Ersan Ilyasova,2100000.0,4817325.0,2717325.0,88.0,U,Ersan Ilyasova
2005-06,Rafer Alston,3850000.0,6566556.0,2716556.0,63.0,U,Rafer Alston
2019-20,Chris Boucher,1588231.0,4303553.0,2715322.0,69.0,U,Chris Boucher
2012-13,Carmelo Anthony,19450000.0,22163130.0,2713130.0,79.0,U,Carmelo Anthony
2003-04,Mike James (1975),638679.0,3349557.0,2710878.0,103.0,U,Mike James (1975)
2012-13,Martell Webster,2200000.0,4909760.0,2709760.0,76.0,U,Martell Webster
2001-02,Matt Harpring,1908401.0,4614090.0,2705689.0,86.0,U,Matt Harpring
2002-03,Ray Allen,12375000.0,15079639.0,2704639.0,76.0,U,Ray Allen
2012-13,Al Horford,12000000.0,14704038.0,2704038.0,80.0,U,Al Horford
2019-20,Svi Mykhailiuk,1416852.0,4116561.0,2699709.0,56.0,U,Sviatoslav Mykhailiuk
1995-96,Chris Childs,350000.0,3048874.0,2698874.0,78.0,U,Chris Childs
2002-03,Zach Randolph,1095720.0,3794006.0,2698286.0,84.0,U,Zach Randolph
2005-06,Morris Peterson,4550000.0,7247254.0,2697254.0,82.0,U,Morris Peterson
2020-21,Jonas Valanciunas,15000000.0,17696779.0,2696779.0,69.0,U,Jonas Valanciunas
2011-12,Ben Uzoh,61433.0,2758187.0,2696754.0,18.0,U,Ben Uzoh
2010-11,Kevin Martin,11100005.0,13795162.0,2695157.0,80.0,U,Kevin Martin
1999-00,Kobe Bryant,9000000.0,11695137.0,2695137.0,88.0,U,Kobe Bryant
2004-05,Jason Hart,1400000.0,4094034.0,2694034.0,74.0,U,Jason Hart
2019-20,Drew Eubanks,79568.0,2771993.0,2692425.0,22.0,U,Drew Eubanks
2018-19,Terry Rozier,3050389.0,5740757.0,2690368.0,88.0,U,Terry Rozier
2017-18,Jordan Bell,815615.0,3505724.0,2690109.0,74.0,U,Jordan Bell
2011-12,Brandan Wright,915852.0,3604928.0,2689076.0,53.0,U,Brandan Wright
2016-17,Nene,2898000.0,5586500.0,2688500.0,76.0,U,Nenê
2003-04,James Posey,4917000.0,7605413.0,2688413.0,86.0,U,James Posey
2012-13,Danny Green,3500000.0,6187841.0,2687841.0,101.0,U,Danny Green
2018-19,Landry Shamet,1705920.0,4393646.0,2687726.0,85.0,U,Landry Shamet
1998-99,Lindsey Hunter,2050000.0,4736430.0,2686430.0,54.0,U,Lindsey Hunter
2000-01,Glenn Robinson,8120000.0,10804308.0,2684308.0,94.0,U,Glenn Robinson
1998-99,Joe Smith,1750000.0,4434082.0,2684082.0,47.0,U,Joe Smith
1997-98,Corliss Williamson,1199520.0,3882018.0,2682498.0,79.0,U,Corliss Williamson
2008-09,DJ White,964080.0,3644219.0,2680139.0,7.0,U,DJ White
2010-11,Jared Dudley,2151068.0,4830461.0,2679393.0,82.0,U,Jared Dudley
2003-04,Mehmet Okur,1100000.0,3778737.0,2678737.0,93.0,U,Mehmet Okur
1995-96,Juwan Howard,1702000.0,4379023.0,2677023.0,81.0,U,Juwan Howard
2019-20,Marvin Williams,604278.0,3280902.0,2676624.0,68.0,U,Marvin Williams
2020-21,Seth Curry,7834449.0,10510226.0,2675777.0,69.0,U,Seth Curry
1990-91,Karl Malone,2260000.0,4935265.0,2675265.0,91.0,U,Karl Malone
1997-98,Mookie Blaylock,3000000.0,5674988.0,2674988.0,74.0,U,Mookie Blaylock
1995-96,David Robinson,7700000.0,10373652.0,2673652.0,92.0,U,David Robinson
2017-18,LaMarcus Aldridge,21461010.0,24132708.0,2671698.0,80.0,U,LaMarcus Aldridge
2006-07,Metta World Peace,7526316.0,10194929.0,2668613.0,70.0,U,Metta World Peace
2014-15,Lou Williams,5450000.0,8118034.0,2668034.0,84.0,U,Louis Williams
2021-22,Chimezie Metu,1762796.0,4422714.0,2659918.0,60.0,U,Chimezie Metu
2015-16,Sean Kilpatrick,320594.0,2979320.0,2658726.0,31.0,U,Sean Kilpatrick
2018-19,Johnathan Williams,127250.0,2785544.0,2658294.0,24.0,U,Johnathan Williams
2013-14,Draymond Green,875500.0,3532549.0,2657049.0,89.0,U,Draymond Green
2020-21,Jordan McLaughlin,503760.0,3154435.0,2650675.0,51.0,U,Jordan McLaughlin
2009-10,Arron Afflalo,1086240.0,3736685.0,2650445.0,88.0,U,Arron Afflalo
1995-96,Grant Hill,4050000.0,6699779.0,2649779.0,83.0,U,Grant Hill
2015-16,Dirk Nowitzki,8333333.0,10981859.0,2648526.0,80.0,U,Dirk Nowitzki
1995-96,Chris Mills,1040000.0,3685972.0,2645972.0,83.0,U,Chris Mills
2021-22,Trey Lyles,2500000.0,5144580.0,2644580.0,75.0,U,Trey Lyles
2006-07,Hakim Warrick,1286280.0,3929557.0,2643277.0,82.0,U,Hakim Warrick
1998-99,Cuttino Mobley,287500.0,2930393.0,2642893.0,53.0,U,Cuttino Mobley
1998-99,Jamie Feick,425000.0,3066550.0,2641550.0,28.0,U,Jamie Feick
2008-09,Manu Ginobili,9905248.0,12545060.0,2639812.0,44.0,U,Manu Ginobili
2005-06,Raja Bell,4250000.0,6889799.0,2639799.0,96.0,U,Raja Bell
2018-19,Damyean Dotson,1378242.0,4017347.0,2639105.0,73.0,U,Damyean Dotson
2005-06,Earl Boykins,2750000.0,5387034.0,2637034.0,65.0,U,Earl Boykins
2019-20,Devontae Cacok,79568.0,2715124.0,2635556.0,1.0,U,Devontae Cacok
2006-07,JR Smith,1387560.0,4017537.0,2629977.0,67.0,U,JR Smith
1996-97,Chris Mills,1235000.0,3861572.0,2626572.0,80.0,U,Chris Mills
2017-18,Brandon Jennings,380830.0,3000446.0,2619616.0,15.0,U,Brandon Jennings
2009-10,Manu Ginobili,10728130.0,13345667.0,2617537.0,85.0,U,Manu Ginobili
2015-16,Langston Galloway,845059.0,3458746.0,2613687.0,82.0,U,Langston Galloway
1990-91,Magic Johnson,2400000.0,5013474.0,2613474.0,98.0,U,Magic Johnson
2009-10,Raymond Felton,5501196.0,8114401.0,2613205.0,84.0,U,Raymond Felton
2007-08,Luis Scola,2910000.0,5521017.0,2611017.0,88.0,U,Luis Scola
2010-11,Taj Gibson,1117680.0,3727372.0,2609692.0,96.0,U,Taj Gibson
2004-05,Dan Gadzuric,695046.0,3304570.0,2609524.0,81.0,U,Dan Gadzuric
2020-21,Isaiah Roby,1517981.0,4127445.0,2609464.0,61.0,U,Isaiah Roby
2006-07,Jason Kapono,1188000.0,3797175.0,2609175.0,71.0,U,Jason Kapono
2009-10,Henry Walker,736420.0,3344734.0,2608314.0,35.0,U,Henry Walker
2017-18,Andrew Harrison,1312611.0,3920834.0,2608223.0,56.0,U,Andrew Harrison
2008-09,Hakim Warrick,2119102.0,4725814.0,2606712.0,82.0,U,Hakim Warrick
2010-11,Rudy Fernandez,1246680.0,3852786.0,2606106.0,84.0,U,Rudy Fernandez
2009-10,Jarrett Jack,4500000.0,7105013.0,2605013.0,82.0,U,Jarrett Jack
1998-99,Jason Williams,1460000.0,4063324.0,2603324.0,55.0,U,Jason Williams
2014-15,Goran Dragic,7500000.0,10102497.0,2602497.0,78.0,U,Goran Dragic
1990-91,David Robinson,2265000.0,4865944.0,2600944.0,86.0,U,David Robinson
2018-19,Ryan Arcidiacono,1349383.0,3949368.0,2599985.0,81.0,U,Ryan Arcidiacono
2002-03,Earl Boykins,1243605.0,3843429.0,2599824.0,68.0,U,Earl Boykins
2013-14,Ryan Anderson,8308500.0,10906821.0,2598321.0,22.0,U,Ryan Anderson
2016-17,Cody Zeller,5318313.0,7916537.0,2598224.0,62.0,U,Cody Zeller
2016-17,Michael Beasley,1403611.0,4001328.0,2597717.0,60.0,U,Michael Beasley
2008-09,Antonio McDyess,3950419.0,6545689.0,2595270.0,66.0,U,Antonio McDyess
2014-15,Mo Williams,3750000.0,6343700.0,2593700.0,68.0,U,Maurice Williams
1997-98,Jayson Williams,2500000.0,5089357.0,2589357.0,68.0,U,Jayson Williams
1999-00,Malik Sealy,1100000.0,3687908.0,2587908.0,86.0,U,Malik Sealy
2009-10,Rudy Fernandez,1165320.0,3753173.0,2587853.0,68.0,U,Rudy Fernandez
